,city,state,county
1325,north bridgton,ME,Cumberland
1326,north waterboro,ME,York
1327,windham,ME,Cumberland
1328,ocean park,ME,York
1329,old orchard beach,ME,York
1330,orrs island,ME,Cumberland
1331,porter,ME,Oxford
1332,pownal,ME,Cumberland
1333,scarborough,ME,Cumberland
1334,raymond,ME,Cumberland
1335,saco,ME,York
1336,sanford,ME,York
1338,sebago lake,ME,Cumberland
1339,shapleigh,ME,York
1340,south casco,ME,Cumberland
1341,south freeport,ME,Cumberland
1342,harpswell,ME,Cumberland
1343,south windham,ME,Cumberland
1344,springvale,ME,York
1345,standish,ME,Cumberland
1346,steep falls,ME,Cumberland
1347,topsham,ME,Sagadahoc
1348,waterboro,ME,York
1349,waterford,ME,Oxford
1350,wells,ME,York
1351,west baldwin,ME,Cumberland
1352,westbrook,ME,Cumberland
1353,buxton,ME,York
1354,west kennebunk,ME,York
1355,west newfield,ME,York
1356,yarmouth,ME,Cumberland
1357,north yarmouth,ME,Cumberland
1359,portland,ME,Cumberland
1363,falmouth,ME,Cumberland
1364,south portland,ME,Cumberland
1365,cape elizabeth,ME,Cumberland
1366,peaks island,ME,Cumberland
1368,cumberland foreside,ME,Cumberland
1374,auburn,ME,Androscoggin
1377,andover,ME,Oxford
1378,bethel,ME,Oxford
1379,bryant pond,ME,Oxford
1380,buckfield,ME,Oxford
1381,canton,ME,Oxford
1382,durham,ME,Androscoggin
1383,danville,ME,Androscoggin
1384,dixfield,ME,Oxford
1385,dryden,ME,Franklin
1386,east andover,ME,Oxford
1387,east dixfield,ME,Oxford
1388,east livermore,ME,Androscoggin
1389,east poland,ME,Androscoggin
1390,stoneham,ME,Oxford
1391,east wilton,ME,Franklin
1392,greene,ME,Androscoggin
1393,hanover,ME,Oxford
1394,hebron,ME,Oxford
1395,jay,ME,Franklin
1396,lewiston,ME,Androscoggin
1399,lisbon,ME,Androscoggin
1400,lisbon falls,ME,Androscoggin
1401,livermore,ME,Androscoggin
1402,livermore falls,ME,Androscoggin
1403,greenwood,ME,Oxford
1404,mechanic falls,ME,Androscoggin
1405,mexico,ME,Oxford
1406,minot,ME,Androscoggin
1407,monmouth,ME,Kennebec
1408,new gloucester,ME,Cumberland
1409,newry,ME,Oxford
1410,north jay,ME,Franklin
1411,leeds,ME,Androscoggin
1412,north monmouth,ME,Kennebec
1413,north turner,ME,Androscoggin
1414,north waterford,ME,Oxford
1415,norway,ME,Oxford
1416,oxford,ME,Oxford
1417,paris,ME,Oxford
1418,poland,ME,Androscoggin
1419,roxbury,ME,Oxford
1420,rumford,ME,Oxford
1421,sabattus,ME,Androscoggin
1422,south paris,ME,Oxford
1423,turner,ME,Androscoggin
1424,wayne,ME,Kennebec
1425,weld,ME,Franklin
1426,west bethel,ME,Oxford
1427,bowdoin,ME,Sagadahoc
1428,west minot,ME,Androscoggin
1429,west paris,ME,Oxford
1430,peru,ME,Oxford
1431,west poland,ME,Androscoggin
1432,sumner,ME,Oxford
1433,wilton,ME,Franklin
1434,augusta,ME,Kennebec
1439,coopers mills,ME,Lincoln
1440,dresden,ME,Lincoln
1441,east winthrop,ME,Kennebec
1442,farmingdale,ME,Kennebec
1443,gardiner,ME,Kennebec
1444,randolph,ME,Kennebec
1445,hallowell,ME,Kennebec
1446,jefferson,ME,Lincoln
1447,kents hill,ME,Kennebec
1448,litchfield,ME,Kennebec
1449,manchester,ME,Kennebec
1450,mount vernon,ME,Kennebec
1451,whitefield,ME,Lincoln
1452,palermo,ME,Waldo
1453,readfield,ME,Kennebec
1454,richmond,ME,Sagadahoc
1455,south china,ME,Kennebec
1456,south gardiner,ME,Kennebec
1457,vienna,ME,Kennebec
1458,windsor,ME,Kennebec
1459,winthrop,ME,Kennebec
1460,bangor,ME,Penobscot
1462,abbot,ME,Piscataquis
1463,aurora,ME,Hancock
1464,bradford,ME,Penobscot
1465,bradley,ME,Penobscot
1466,brewer,ME,Penobscot
1467,brookton,ME,Washington
1468,brownville,ME,Piscataquis
1469,brownville junction,ME,Piscataquis
1470,bucksport,ME,Hancock
1471,burlington,ME,Penobscot
1472,greenbush,ME,Penobscot
1473,carmel,ME,Penobscot
1474,castine,ME,Hancock
1476,charleston,ME,Penobscot
1477,danforth,ME,Washington
1478,dover foxcroft,ME,Piscataquis
1479,corinth,ME,Penobscot
1480,eddington,ME,Penobscot
1481,holden,ME,Hancock
1482,east millinocket,ME,Penobscot
1483,east orland,ME,Hancock
1484,etna,ME,Penobscot
1485,exeter,ME,Penobscot
1486,frankfort,ME,Waldo
1487,greenville,ME,Piscataquis
1488,greenville junction,ME,Piscataquis
1489,guilford,ME,Piscataquis
1490,hampden,ME,Penobscot
1491,howland,ME,Penobscot
1492,hudson,ME,Penobscot
1493,kenduskeag,ME,Penobscot
1494,kingman,ME,Aroostook
1495,lagrange,ME,Penobscot
1496,lambert lake,ME,Washington
1497,lee,ME,Penobscot
1498,levant,ME,Penobscot
1499,lincoln,ME,Penobscot
1500,mattawamkeag,ME,Penobscot
1501,medway,ME,Penobscot
1502,milford,ME,Penobscot
1503,millinocket,ME,Piscataquis
1504,milo,ME,Piscataquis
1505,monson,ME,Piscataquis
1506,olamon,ME,Penobscot
1507,old town,ME,Penobscot
1508,orono,ME,Penobscot
1509,orient,ME,Aroostook
1510,orland,ME,Hancock
1512,orrington,ME,Penobscot
1513,passadumkeag,ME,Penobscot
1514,penobscot,ME,Hancock
1515,rockwood,ME,Somerset
1516,sangerville,ME,Piscataquis
1517,sebec,ME,Piscataquis
1518,shirley mills,ME,Piscataquis
1519,springfield,ME,Penobscot
1520,stetson,ME,Penobscot
1521,stillwater,ME,Penobscot
1522,topsfield,ME,Washington
1523,vanceboro,ME,Washington
1524,waite,ME,Washington
1525,west enfield,ME,Penobscot
1526,winn,ME,Penobscot
1527,winterport,ME,Waldo
1528,wytopitlock,ME,Aroostook
1529,bath,ME,Sagadahoc
1530,alna,ME,Lincoln
1531,boothbay,ME,Lincoln
1532,boothbay harbor,ME,Lincoln
1533,bristol,ME,Lincoln
1534,chamberlain,ME,Lincoln
1535,damariscotta,ME,Lincoln
1536,east boothbay,ME,Lincoln
1537,friendship,ME,Knox
1538,georgetown,ME,Sagadahoc
1539,isle of springs,ME,Lincoln
1540,bremen,ME,Lincoln
1541,newcastle,ME,Lincoln
1542,new harbor,ME,Lincoln
1543,nobleboro,ME,Lincoln
1544,edgecomb,ME,Lincoln
1545,pemaquid,ME,Lincoln
1546,phippsburg,ME,Sagadahoc
1547,cushing,ME,Knox
1548,round pond,ME,Lincoln
1549,sebasco estates,ME,Sagadahoc
1550,south bristol,ME,Lincoln
1551,squirrel island,ME,Lincoln
1552,trevett,ME,Lincoln
1553,waldoboro,ME,Lincoln
1554,walpole,ME,Lincoln
1555,washington,ME,Knox
1556,west boothbay harbor,ME,Lincoln
1557,southport,ME,Lincoln
1558,wiscasset,ME,Lincoln
1559,woolwich,ME,Sagadahoc
1560,ellsworth,ME,Hancock
1561,addison,ME,Washington
1562,gouldsboro,ME,Hancock
1563,bar harbor,ME,Hancock
1564,beals,ME,Washington
1565,bernard,ME,Hancock
1566,birch harbor,ME,Hancock
1567,blue hill,ME,Hancock
1568,brooklin,ME,Hancock
1569,brooksville,ME,Hancock
1570,calais,ME,Washington
1571,cherryfield,ME,Washington
1572,columbia falls,ME,Washington
1573,corea,ME,Hancock
1574,cranberry isles,ME,Hancock
1575,cutler,ME,Washington
1576,deer isle,ME,Hancock
1577,dennysville,ME,Washington
1578,east blue hill,ME,Hancock
1579,east machias,ME,Washington
1580,eastport,ME,Washington
1581,franklin,ME,Hancock
1582,frenchboro,ME,Hancock
1583,grand lake stream,ME,Washington
1584,hancock,ME,Hancock
1585,harborside,ME,Hancock
1586,harrington,ME,Washington
1587,hulls cove,ME,Hancock
1588,isle au haut,ME,Knox
1589,islesford,ME,Hancock
1590,jonesboro,ME,Washington
1591,jonesport,ME,Washington
1592,little deer isle,ME,Hancock
1593,lubec,ME,Washington
1594,bass harbor,ME,Hancock
1595,machias,ME,Washington
1596,machiasport,ME,Washington
1597,meddybemps,ME,Washington
1598,milbridge,ME,Washington
1599,mount desert,ME,Hancock
1600,northeast harbor,ME,Hancock
1601,sullivan,ME,Hancock
1602,pembroke,ME,Washington
1603,perry,ME,Washington
1604,princeton,ME,Washington
1605,prospect harbor,ME,Hancock
1606,robbinston,ME,Washington
1607,salsbury cove,ME,Hancock
1608,sargentville,ME,Hancock
1609,seal cove,ME,Hancock
1610,seal harbor,ME,Hancock
1611,sedgwick,ME,Hancock
1612,sorrento,ME,Hancock
1613,southwest harbor,ME,Hancock
1614,steuben,ME,Washington
1615,stonington,ME,Hancock
1616,sunset,ME,Hancock
1617,surry,ME,Hancock
1618,swans island,ME,Hancock
1619,wesley,ME,Washington
1620,whiting,ME,Washington
1621,winter harbor,ME,Hancock
1622,baileyville,ME,Washington
1623,houlton,ME,Aroostook
1624,ashland,ME,Aroostook
1625,benedicta,ME,Aroostook
1626,blaine,ME,Aroostook
1627,bridgewater,ME,Aroostook
1628,caribou,ME,Aroostook
1629,clayton lake,ME,Aroostook
1630,crouseville,ME,Aroostook
1631,eagle lake,ME,Aroostook
1632,easton,ME,Aroostook
1633,estcourt station,ME,Aroostook
1634,fort fairfield,ME,Aroostook
1635,fort kent,ME,Aroostook
1636,fort kent mills,ME,Aroostook
1637,frenchville,ME,Aroostook
1638,grand isle,ME,Aroostook
1639,island falls,ME,Aroostook
1640,limestone,ME,Aroostook
1642,madawaska,ME,Aroostook
1643,mapleton,ME,Aroostook
1644,mars hill,ME,Aroostook
1645,monticello,ME,Aroostook
1646,new limerick,ME,Aroostook
1647,new sweden,ME,Aroostook
1648,oakfield,ME,Aroostook
1649,oxbow,ME,Aroostook
1650,patten,ME,Penobscot
1651,perham,ME,Aroostook
1652,portage,ME,Aroostook
1653,presque isle,ME,Aroostook
1654,saint agatha,ME,Aroostook
1655,saint david,ME,Aroostook
1656,saint francis,ME,Aroostook
1657,sheridan,ME,Aroostook
1658,sherman,ME,Aroostook
1659,stacyville,ME,Penobscot
1660,sinclair,ME,Aroostook
1661,smyrna mills,ME,Aroostook
1662,wallagrass,ME,Aroostook
1663,stockholm,ME,Aroostook
1664,van buren,ME,Aroostook
1665,washburn,ME,Aroostook
1666,westfield,ME,Aroostook
1667,rockland,ME,Knox
1668,camden,ME,Knox
1669,glen cove,ME,Knox
1670,hope,ME,Knox
1671,islesboro,ME,Waldo
1672,lincolnville,ME,Waldo
1673,lincolnville center,ME,Waldo
1674,matinicus,ME,Knox
1675,monhegan,ME,Lincoln
1676,north haven,ME,Knox
1677,owls head,ME,Knox
1678,port clyde,ME,Knox
1679,rockport,ME,Knox
1680,south thomaston,ME,Knox
1681,spruce head,ME,Knox
1682,tenants harbor,ME,Knox
1683,thomaston,ME,Knox
1684,union,ME,Knox
1685,vinalhaven,ME,Knox
1686,warren,ME,Knox
1687,west rockport,ME,Knox
1688,waterville,ME,Kennebec
1690,albion,ME,Kennebec
1691,anson,ME,Somerset
1692,athens,ME,Somerset
1693,belfast,ME,Waldo
1694,belgrade,ME,Kennebec
1695,belgrade lakes,ME,Kennebec
1696,bingham,ME,Somerset
1697,brooks,ME,Waldo
1698,burnham,ME,Waldo
1699,cambridge,ME,Somerset
1700,canaan,ME,Somerset
1701,caratunk,ME,Somerset
1702,china village,ME,Kennebec
1703,clinton,ME,Kennebec
1704,corinna,ME,Penobscot
1705,detroit,ME,Somerset
1706,dexter,ME,Penobscot
1707,dixmont,ME,Penobscot
1708,east newport,ME,Penobscot
1709,east vassalboro,ME,Kennebec
1710,eustis,ME,Franklin
1711,fairfield,ME,Somerset
1712,farmington,ME,Franklin
1713,garland,ME,Penobscot
1714,farmington falls,ME,Franklin
1715,freedom,ME,Waldo
1716,harmony,ME,Piscataquis
1717,hartland,ME,Somerset
1718,hinckley,ME,Somerset
1719,jackman,ME,Somerset
1720,kingfield,ME,Franklin
1721,liberty,ME,Waldo
1722,madison,ME,Somerset
1723,monroe,ME,Waldo
1724,morrill,ME,Waldo
1725,newport,ME,Penobscot
1726,new portland,ME,Somerset
1727,new sharon,ME,Franklin
1728,new vineyard,ME,Franklin
1729,norridgewock,ME,Somerset
1730,north anson,ME,Somerset
1732,north vassalboro,ME,Kennebec
1733,oakland,ME,Kennebec
1734,oquossoc,ME,Franklin
1735,palmyra,ME,Somerset
1736,phillips,ME,Franklin
1737,pittsfield,ME,Somerset
1738,plymouth,ME,Penobscot
1739,rangeley,ME,Franklin
1740,saint albans,ME,Somerset
1741,sandy point,ME,Waldo
1742,searsmont,ME,Waldo
1743,searsport,ME,Waldo
1744,shawmut,ME,Kennebec
1745,skowhegan,ME,Somerset
1746,smithfield,ME,Somerset
1747,solon,ME,Somerset
1748,stockton springs,ME,Waldo
1749,stratton,ME,Franklin
1750,strong,ME,Franklin
1751,temple,ME,Franklin
1752,west forks,ME,Somerset
1753,thorndike,ME,Waldo
1754,troy,ME,Waldo
1755,unity,ME,Waldo
1756,vassalboro,ME,Kennebec
1757,west farmington,ME,Franklin
1758,white river junction,VT,Windsor
1760,ascutney,VT,Windsor
1761,barnard,VT,Windsor
1762,bethel,VT,Windsor
1763,bradford,VT,Orange
1764,bridgewater,VT,Windsor
1765,bridgewater corners,VT,Windsor
1766,brookfield,VT,Orange
1767,brownsville,VT,Windsor
1768,chelsea,VT,Orange
1769,corinth,VT,Orange
1770,east corinth,VT,Orange
1771,east randolph,VT,Orange
1772,east ryegate,VT,Caledonia
1773,east thetford,VT,Orange
1774,fairlee,VT,Orange
1775,groton,VT,Caledonia
1776,hartford,VT,Windsor
1777,hartland,VT,Windsor
1778,hartland four corners,VT,Windsor
1779,mc indoe falls,VT,Caledonia
1780,newbury,VT,Orange
1781,north hartland,VT,Windsor
1782,north pomfret,VT,Windsor
1783,north thetford,VT,Orange
1784,norwich,VT,Windsor
1785,plymouth,VT,Windsor
1786,post mills,VT,Orange
1787,quechee,VT,Windsor
1788,randolph,VT,Orange
1789,randolph center,VT,Orange
1790,reading,VT,Windsor
1791,sharon,VT,Windsor
1792,south pomfret,VT,Windsor
1793,south royalton,VT,Windsor
1794,south ryegate,VT,Orange
1795,south strafford,VT,Orange
1796,south woodstock,VT,Windsor
1797,strafford,VT,Orange
1798,taftsville,VT,Windsor
1799,thetford,VT,Orange
1800,thetford center,VT,Orange
1801,topsham,VT,Orange
1802,tunbridge,VT,Orange
1803,vershire,VT,Orange
1804,wells river,VT,Orange
1805,west fairlee,VT,Orange
1806,west hartford,VT,Windsor
1807,west newbury,VT,Orange
1808,west topsham,VT,Orange
1809,wilder,VT,Windsor
1810,windsor,VT,Windsor
1811,woodstock,VT,Windsor
1812,bellows falls,VT,Windham
1813,cambridgeport,VT,Windham
1814,cavendish,VT,Windsor
1815,chester,VT,Windsor
1816,chester depot,VT,Windsor
1817,grafton,VT,Windham
1818,londonderry,VT,Windham
1819,ludlow,VT,Windsor
1820,north springfield,VT,Windsor
1821,perkinsville,VT,Windsor
1822,peru,VT,Bennington
1823,proctorsville,VT,Windsor
1824,saxtons river,VT,Windham
1825,south londonderry,VT,Windham
1826,springfield,VT,Windsor
1827,westminster,VT,Windham
1828,westminster station,VT,Windham
1829,weston,VT,Windsor
1830,bennington,VT,Bennington
1831,arlington,VT,Bennington
1832,dorset,VT,Bennington
1833,east arlington,VT,Bennington
1834,east dorset,VT,Bennington
1835,manchester,VT,Bennington
1836,manchester center,VT,Bennington
1837,north bennington,VT,Bennington
1838,north pownal,VT,Bennington
1839,pownal,VT,Bennington
1840,shaftsbury,VT,Bennington
1841,brattleboro,VT,Windham
1845,bondville,VT,Bennington
1846,east dover,VT,Windham
1847,jacksonville,VT,Windham
1848,jamaica,VT,Windham
1849,marlboro,VT,Windham
1850,newfane,VT,Windham
1851,putney,VT,Windham
1852,readsboro,VT,Bennington
1853,south newfane,VT,Windham
1854,stamford,VT,Bennington
1855,townshend,VT,Windham
1856,vernon,VT,Windham
1857,wardsboro,VT,Windham
1858,west dover,VT,Windham
1859,west dummerston,VT,Windham
1860,west halifax,VT,Windham
1861,west townshend,VT,Windham
1862,west wardsboro,VT,Windham
1863,whitingham,VT,Windham
1864,williamsville,VT,Windham
1865,wilmington,VT,Windham
1866,burlington,VT,Chittenden
1868,south burlington,VT,Chittenden
1869,winooski,VT,Chittenden
1874,colchester,VT,Chittenden
1875,alburgh,VT,Grand
1876,bakersfield,VT,Franklin
1877,belvidere center,VT,Lamoille
1878,bristol,VT,Addison
1879,cambridge,VT,Lamoille
1880,charlotte,VT,Chittenden
1882,east berkshire,VT,Franklin
1883,east fairfield,VT,Franklin
1885,enosburg falls,VT,Franklin
1886,essex,VT,Chittenden
1887,essex junction,VT,Chittenden
1889,fairfax,VT,Franklin
1890,fairfield,VT,Franklin
1891,ferrisburgh,VT,Addison
1892,franklin,VT,Franklin
1893,grand isle,VT,Grand
1894,highgate center,VT,Franklin
1895,highgate springs,VT,Franklin
1896,hinesburg,VT,Chittenden
1897,huntington,VT,Chittenden
1898,isle la motte,VT,Grand
1899,jeffersonville,VT,Lamoille
1900,jericho,VT,Chittenden
1901,jonesville,VT,Chittenden
1902,milton,VT,Chittenden
1903,monkton,VT,Addison
1904,montgomery,VT,Franklin
1905,montgomery center,VT,Franklin
1906,new haven,VT,Addison
1907,north ferrisburgh,VT,Addison
1908,north hero,VT,Grand
1909,richford,VT,Franklin
1910,richmond,VT,Chittenden
1911,saint albans,VT,Franklin
1913,saint albans bay,VT,Franklin
1914,shelburne,VT,Chittenden
1915,sheldon,VT,Franklin
1916,sheldon springs,VT,Franklin
1917,south hero,VT,Grand
1918,starksboro,VT,Addison
1919,swanton,VT,Franklin
1920,underhill,VT,Chittenden
1921,underhill center,VT,Chittenden
1922,vergennes,VT,Addison
1923,waterville,VT,Lamoille
1924,westford,VT,Chittenden
1925,williston,VT,Chittenden
1928,montpelier,VT,Washington
1935,adamant,VT,Washington
1936,barre,VT,Washington
1937,cabot,VT,Washington
1938,calais,VT,Washington
1939,east barre,VT,Washington
1940,east calais,VT,Washington
1941,east montpelier,VT,Washington
1942,eden,VT,Lamoille
1943,eden mills,VT,Lamoille
1944,graniteville,VT,Washington
1945,hyde park,VT,Lamoille
1946,johnson,VT,Lamoille
1947,lake elmore,VT,Lamoille
1948,marshfield,VT,Washington
1949,moretown,VT,Washington
1950,morrisville,VT,Lamoille
1951,moscow,VT,Lamoille
1952,northfield,VT,Washington
1953,northfield falls,VT,Washington
1954,north hyde park,VT,Lamoille
1955,north montpelier,VT,Washington
1956,plainfield,VT,Washington
1957,roxbury,VT,Washington
1958,south barre,VT,Washington
1959,waterbury,VT,Washington
1960,stowe,VT,Lamoille
1961,waitsfield,VT,Washington
1962,warren,VT,Washington
1963,washington,VT,Orange
1965,waterbury center,VT,Washington
1966,websterville,VT,Washington
1967,williamstown,VT,Orange
1968,wolcott,VT,Lamoille
1969,woodbury,VT,Washington
1970,worcester,VT,Washington
1971,rutland,VT,Rutland
1973,belmont,VT,Rutland
1974,benson,VT,Rutland
1975,bomoseen,VT,Rutland
1976,brandon,VT,Rutland
1977,bridport,VT,Addison
1978,castleton,VT,Rutland
1979,center rutland,VT,Rutland
1980,chittenden,VT,Rutland
1981,cuttingsville,VT,Rutland
1982,danby,VT,Rutland
1983,east middlebury,VT,Addison
1984,east poultney,VT,Rutland
1985,east wallingford,VT,Rutland
1986,fair haven,VT,Rutland
1987,florence,VT,Rutland
1988,forest dale,VT,Rutland
1989,gaysville,VT,Windsor
1990,granville,VT,Addison
1991,hancock,VT,Addison
1992,hydeville,VT,Rutland
1993,killington,VT,Rutland
1994,middlebury,VT,Addison
1995,middletown springs,VT,Rutland
1996,mount holly,VT,Rutland
1997,north clarendon,VT,Rutland
1998,orwell,VT,Addison
1999,pawlet,VT,Rutland
2000,pittsfield,VT,Rutland
2001,pittsford,VT,Rutland
2002,poultney,VT,Rutland
2003,proctor,VT,Rutland
2004,ripton,VT,Addison
2005,rochester,VT,Windsor
2006,rupert,VT,Bennington
2007,salisbury,VT,Addison
2008,shoreham,VT,Addison
2009,stockbridge,VT,Windsor
2010,wallingford,VT,Rutland
2011,wells,VT,Rutland
2012,west pawlet,VT,Rutland
2013,west rupert,VT,Bennington
2014,west rutland,VT,Rutland
2015,whiting,VT,Addison
2016,saint johnsbury,VT,Caledonia
2017,albany,VT,Orleans
2018,barnet,VT,Caledonia
2019,barton,VT,Orleans
2020,beebe plain,VT,Orleans
2021,concord,VT,Essex
2022,coventry,VT,Orleans
2023,craftsbury,VT,Orleans
2024,craftsbury common,VT,Orleans
2025,danville,VT,Caledonia
2026,derby,VT,Orleans
2027,derby line,VT,Orleans
2028,east burke,VT,Caledonia
2029,east charleston,VT,Orleans
2030,east hardwick,VT,Caledonia
2031,east haven,VT,Essex
2032,east saint johnsbury,VT,Caledonia
2033,glover,VT,Orleans
2034,granby,VT,Essex
2035,greensboro,VT,Orleans
2036,greensboro bend,VT,Caledonia
2037,hardwick,VT,Caledonia
2038,irasburg,VT,Orleans
2039,island pond,VT,Essex
2040,lowell,VT,Orleans
2041,lower waterford,VT,Caledonia
2042,lyndon,VT,Caledonia
2043,lyndon center,VT,Caledonia
2044,lyndonville,VT,Caledonia
2045,morgan,VT,Orleans
2046,newport,VT,Orleans
2047,newport center,VT,Orleans
2048,north concord,VT,Essex
2049,north troy,VT,Orleans
2050,orleans,VT,Orleans
2051,passumpsic,VT,Caledonia
2052,peacham,VT,Caledonia
2053,saint johnsbury center,VT,Caledonia
2054,sheffield,VT,Caledonia
2055,sutton,VT,Caledonia
2056,troy,VT,Orleans
2057,west burke,VT,Caledonia
2058,west charleston,VT,Orleans
2059,west danville,VT,Caledonia
2060,westfield,VT,Orleans
2061,west glover,VT,Orleans
2062,averill,VT,Essex
2063,beecher falls,VT,Essex
2064,canaan,VT,Essex
2065,gilman,VT,Essex
2066,guildhall,VT,Essex
2067,lunenburg,VT,Essex
2068,norton,VT,Essex
2069,avon,CT,Hartford
2070,bloomfield,CT,Hartford
2071,windsor,CT,Hartford
2072,bristol,CT,Hartford
2074,burlington,CT,Hartford
2075,broad brook,CT,Hartford
2076,canaan,CT,Litchfield
2077,canton,CT,Hartford
2078,canton center,CT,Hartford
2079,colebrook,CT,Litchfield
2080,collinsville,CT,Hartford
2081,east berlin,CT,Hartford
2082,east canaan,CT,Litchfield
2083,east glastonbury,CT,Hartford
2084,east granby,CT,Hartford
2085,east hartland,CT,Hartford
2086,east windsor hill,CT,Hartford
2087,ellington,CT,Tolland
2088,farmington,CT,Hartford
2089,falls village,CT,Litchfield
2091,glastonbury,CT,Hartford
2093,granby,CT,Hartford
2094,berlin,CT,Hartford
2095,lakeville,CT,Litchfield
2096,manchester,CT,Hartford
2099,bolton,CT,Tolland
2101,new britain,CT,Hartford
2105,new hartford,CT,Litchfield
2106,norfolk,CT,Litchfield
2107,north canton,CT,Hartford
2108,north granby,CT,Hartford
2109,pine meadow,CT,Litchfield
2110,plainville,CT,Hartford
2111,barkhamsted,CT,Litchfield
2112,poquonock,CT,Hartford
2113,riverton,CT,Hartford
2114,vernon rockville,CT,Tolland
2115,rocky hill,CT,Hartford
2116,salisbury,CT,Litchfield
2117,sharon,CT,Litchfield
2118,simsbury,CT,Hartford
2119,somers,CT,Tolland
2120,somersville,CT,Tolland
2121,south glastonbury,CT,Hartford
2122,south windsor,CT,Hartford
2123,stafford,CT,Tolland
2124,stafford springs,CT,Tolland
2125,staffordville,CT,Tolland
